source_filename,Agreement Name,Agreement Classification,Agreement Purpose,Party1 Name,Party1 Role,Party2 Name,Party2 Role,Effective Date,Signature Date,Term,Renewal Term,Recurring Monthly Charges,Nonrecurring Charges,Services,Locations,Payment Terms,Contract Type,Clauses
1901582749101_1601554306481_New Nitel Order NIT221141 - DCi 4.3.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,4/3/2019,4/3/2019,36,12,69,474,"Cellular Broadband (5GB), Standard Ground Shipping, Expedited Shipping, Expedited Order Service, AirLink RV50 LTE Modem","31 Wolcott ST Waterbury, CT",All bills are due within thirty (30) days of receipt of invoice.,,
1901582749160_4151555096598_New Nitel Order NIT221138 - DCi 4.12.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,4/12/2019,4/12/2019,36,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Expedited Order Service","350 N. Orleans Street, #1300N, Chicago, IL, 60654; 24 Central Ave, CT, 06702",All bills are due within thirty (30) days of receipt of invoice.,,
1901582749238_4151556197194_New Nitel Order NIT221608 - DCi 4.23.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,4/23/2019,4/23/2019,36,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Expedited Order Service","549 E Rochambeau Dr, Williamsburg, VA 23188",All bills are due within thirty (30) days of receipt of invoice.,,
1901582749323_4151556197165_New Nitel Order NIT221609 - DCi 4.23.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,4/23/2019,4/23/2019,36,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Self-Install, Expedited Order Service",4600 Milan Rd Sandusky OH 44870,Net 30 days,,
1901582749433_4151556197139_New Nitel Order NIT221610 - DCi 4.23.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,4/23/2019,4/23/2019,36,12,69,474,"['Cellular Broadband (5GB)', 'AirLink RV50 LTE Modem', 'Standard Ground Shipping', 'Expedited Shipping', 'Self-Install', 'Expedited Order Service']","['350 N. Orleans Street, #1300N, Chicago, IL 60654', '1 Great Wolf Dr Scotrun, PA 18355']",All bills are due within thirty (30) days of receipt of invoice.,,
1901582810879_4151557150275_New Nitel Order NIT221695 - DCi 5.3.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,5/3/2019,5/3/2019,36,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Self-Install, Expedited Order Service","350 N. Orleans Street, #1300N, Chicago, IL 60654; 85 Willow St New Haven, CT 06511",All bills are due within thirty (30) days of receipt of invoice.,,
1901582810946_4151556568138_New NItel Order NIT221699 - DCi 4.29.19.pdf,Service Order Form,Service Agreement,Service Provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,4/29/2019,4/29/2019,36,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Expedited Order Service",3840 Hempland Rd Mountville PA 17554,All bills are due within thirty (30) days of receipt of invoice.,,
1901582811014_4151556632045_New Nitel Order NIT221702 - DCi 4.29.19.pdf,Service Order Form,Service Agreement,Service Provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,4/29/2019,4/29/2019,36,12,69,474,Cellular Broadband (5GB),"350 N. Orleans Street, #1300N, Chicago, IL 60654; 1040 Turkey Creek Rd, Dickson, TN 37055",Net 30 days,,
1901582811088_4151556632089_New Nitel Order NIT221711 - DCi 4.29.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,4/29/2019,4/29/2019,36,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Self-Install, Expedited Order Service","688 Highway 278 W Warren, AR 71671",All bills are due within thirty (30) days of receipt of invoice.,,
1901582811144_4151556632108_New Nitel Order NIT221714 - DCi 4.29.19.pdf,SERVICE ORDER FORM,Service Agreement,service provisioning,"Distributed Computing, Inc.",provider,"Nitel, Inc.",customer,Not specified.,4/29/2019,Not specified.,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Self-Install, Expedited Order Service","259 Armstrong Dr, Beverly WV",All bills are due within thirty (30) days of receipt of invoice.,,
1901582811195_4151557842194_New Nitel Order NIT221841 - DCi 05.06.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,5/6/2019,5/6/2019,12,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Self-Install, Expedited Order Service","350 N. Orleans Street, #1300N, Chicago, IL 60654; 555 S State Route 64, Williams, AZ 86046",All bills are due within thirty (30) days of receipt of invoice.,,
1901582811258_4151557846888_New Nitel Order NIT222064 - DCi 05.14.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,5/14/2019,5/14/2019,12,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Expedited Order Service","246 City Circle, Suite #2200 Peachtree City, GA 30269",Net 30 days,,
1901582811318_1601557846948_New Nitel Order NIT222065-DCi 05.14.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,5/14/2019,5/14/2019,12,12,69,474,"['Cellular Broadband (5GB)', 'AirLink RV50 LTE Modem', 'Standard Ground Shipping', 'Expedited Shipping', 'Self-Install', 'Expedited Order Service']","['246 City Circle, Suite #2200 Peachtree City, GA 30269']",Due within thirty (30) days of receipt of invoice,,
1901582811392_4151556197279_New Nitel Order NIT221627 - DCi 4.18.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,4/18/2019,4/18/2019,12,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Expedited Order Service","2600 FM 715 Midland, TX 79706",All bills are due within thirty (30) days of receipt of invoice.,,
1901582811482_4151557928734_DCi -NIT222115.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,5/15/2019,5/15/2019,12,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Expedited Order Service","1146 Main Street South 1st Floor, Scranton, PA",Bills are due within thirty (30) days of receipt of invoice.,,
1901582811650_4151557928927_DCi -NIT222116.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,5/15/2019,5/15/2019,12,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Expedited Order Service","3678 SR 378, 1st Floor, Bethlehem, PA 18015",Due within 30 days of receipt of invoice,,
1901582811707_4151558112186_New Nitel Order NIT221005 - DCi 05.17.19.pdf,Service Order Form,Service Agreement,Service Provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,5/17/2019,5/17/2019,12,12,69,474,"['Cellular Broadband (5GB)', 'AirLink RV50 LTE Modem', 'Standard Ground Shipping', 'Expedited Shipping', 'Expedited Order Service']","['350 N. Orleans Street, #1300N, Chicago, IL 60654', '1050 Broad St., Montoursville, PA 17754']",Bills are due within thirty (30) days of receipt of invoice.,,
1901582811763_4151558531025_New Nitel Order NIT222205 - DCi 5.22.19.pdf,SERVICE ORDER FORM,Service Agreement,service provisioning,"Distributed Computing, Inc.",provider,"Nitel, Inc.",customer,5/22/2019,5/22/2019,12,12,69,474,Cellular Broadband (5GB),"['350 N. Orleans Street, #1300N, Chicago, IL 60654', '10735 David Taylor Drive, Suite Charlotte, NC 28262']",All bills are due within thirty (30) days of receipt of invoice.,,
1901582811828_4151557492364_New Nitel Order NIT221146 - DCi 5.9.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,Not specified.,5/9/2019,36,12,69,474,Cellular Broadband (5GB),"1120 Main ST Bridgeport, CT 06604",All bills are due within thirty (30) days of receipt of invoice.,,
1901582811930_1601557249981_New Nitel Order NIT221994 - DCi 5.7.19.pdf,Service Order Form,Service Agreement,Service Provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,5/7/2019,5/7/2019,36,12,69,474,"['Cellular Broadband (5GB)', 'AirLink RV50 LTE Modem', 'Standard Ground Shipping', 'Expedited Shipping', 'Self-Install', 'Expedited Order Service']","['350 N. Orleans Street, #1300N, Chicago, IL 60654', '2100 E 87th St Chicago IL 60617']",Bills are due within thirty (30) days of receipt of invoice.,,
1901582811988_4151557163093_New Nitel Order NIT221919 - DCi 5.6.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,5/6/2019,5/6/2019,12,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Expedited Order Service","3225 23rd St Calumbus, NE 68601",All bills are due within thirty (30) days of receipt of invoice.,,
1901582812054_1601559581779_New Nitel Order NIT222432 - DCi 6.3.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,6/3/2019,6/3/2019,36,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Expedited Order Service","Hat Creek Burger Co., 208 Colonial Ln Euless, TX 76040",All bills are due within thirty (30) days of receipt of invoice.,,
1901582812110_1601559754791_New Nitel Order NIT222436 - DCi 6.5.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,6/5/2019,6/5/2019,36,12,69,474,"['Cellular Broadband (5GB)', 'AirLink RV50 LTE Modem', 'Standard Ground Shipping', 'Expedited Order Service']","['350 N. Orleans Street, #1300N, Chicago, IL 60654', '1955 Chesapeake Ave Curtis Bay, MD 21226']",All bills are due within thirty (30) days of receipt of invoice.,,
1901582812181_4151557492578_New Nitel Order NIT221156 - DCi 5.9.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,5/9/2019,5/9/2019,36,12,69,474,Cellular Broadband (5GB),"350 N. Orleans Street, #1300N, Chicago, IL 60654; 575 Maple St Bridgeport, CT 06608",All bills are due within thirty (30) days of receipt of invoice.,,
1901582812232_4151557513059_New Nitel Order NIT222053 - DCi 5.10.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,5/10/2019,5/10/2019,12,12,69,474,"['Cellular Broadband (5GB)', 'AirLink RV50 LTE Modem', 'Standard Ground Shipping', 'Expedited Shipping', 'Expedited Order Service']",['640 Lowther Rd Lewisberry PA. 17339'],All bills are due within thirty (30) days of receipt of invoice.,,
1901582812300_1601559656839_New Nitel Order NIT222399 - DCi 6.4.19.pdf,SERVICE ORDER FORM,Service Agreement,service provisioning,"Distributed Computing, Inc.",provider,"Nitel, Inc.",customer,Not specified.,6/4/2019,36,12,69,474,Cellular Broadband (5GB),"10503 T Louisville, KY",All bills are due within thirty (30) days of receipt of invoice.,,
1901582812361_1601558443206_New NItel Order NIT222119 - DCi 5.20.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,5/20/2019,5/20/2019,12,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Expedited Order Service",744 N Damen Ave Chicago IL 60622,All bills are due within thirty (30) days of receipt of invoice.,,
1901582812419_1601559052972_New Nitel Order NIT222275 - DCi 5.24.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,5/24/2019,5/24/2019,12,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Self-Install, Expedited Order Service","5801 Oakbend Trail, Suite 180, Fort Worth, TX 76132",All bills are due within thirty (30) days of receipt of invoice.,,
1901582812476_1601558443156_New Nitel Order NIT222121 - DCi 5.20.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,5/20/2019,5/20/2019,12,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Expedited Order Service",745 N Damen Ave Chicago 14 60622,All bills are due within thirty (30) days of receipt of invoice.,,
1901582812529_1601560971960_New Nitel Order NIT222731 - DCi 6.19.19.pdf,SERVICE ORDER FORM,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,6/19/2019,6/19/2019,36,12,69,474,Cellular Broadband (5GB),2510 W Main St Grand Prarle TX 75050,All bills are due within thirty (30) days of receipt of invoice.,,
1901582815418_1601566566293_New Nitel Order NIT223245 - DCi 7.15.19.pdf,SERVICE ORDER FORM,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,7/15/2019,7/15/2019,12,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Expedited Order Service","380 Littlefield Avenue, South San Francisco, CA 94080",All bills are due within thirty (30) days of receipt of invoice.,,
1901582815476_1601566847216_New Nitel Order NIT223557 - DCi 08.02.19.pdf,Service Order Form,Service Agreement,Service Provisioning,"Distributed Computing, Inc.",Provider,Synchronoss Media Processing Center,Customer,8/2/2019,8/2/2019,12,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Self-Install, Expedited Order Service","Kissimmee, FL",Net 30,,
1901582815533_1601566909435_New Nitel Order NIT224112 - DCi 8.26.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,8/26/2019,8/26/2019,12,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Self-Install, Expedited Order Service","4010 Stanley Park Dr, Rocky Mount, NC 27804",Net 30,,
1901582815598_1601566390665_New Nitel Order NIT223819 - DCi 8.20.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,8/20/2019,8/20/2019,12,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Self-Install, Expedited Order Service","9150 Huebner Rd, San Antonio, TX 78540",All bills are due within thirty (30) days of receipt of invoice.,,
1901582815691_1601566586539_New Nitel Order NIT223850 - DCi 8.23.19.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,8/23/2019,8/23/2019,12,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Expedited Order Service","3052 Gateway Dr, Greer, SC 29651",All bills are due within thirty (30) days of receipt of invoice.,,
1901582815861_1601568033163_DCi - NIT224211.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,9/6/2019,9/6/2019,12,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Self-Install, Expedited Order Service","246 City Circle, Peachtree City, GA",All bills are due within thirty (30) days of receipt of invoice.,,
1901582815915_1601568033365_DCi - NIT224212.pdf,Service Order Form,Service Agreement,Service Provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,9/6/2019,9/6/2019,12,12,69,474,"Cellular Broadband (5GB), AirLink RV50 LTE Modem, Standard Ground Shipping, Expedited Shipping, Expedited Order Service","246 City Circle, Peachtree City, GA",Due within 30 days of receipt of invoice,,
1901582816035_1601568035606_DCi - NIT224214.pdf,Service Order Form,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,"Nitel, Inc.",Customer,9/6/2019,9/6/2019,12,12,69,474,"['Cellular Broadband (5GB)', 'AirLink RV50 LTE Modem', 'Standard Ground Shipping', 'Expedited Shipping', 'Expedited Order Service']","['350 N. Orleans Street, #1300N, Chicago, IL 60654', '246 City Circle, Peachtree City, GA 30269']",Bills are due within thirty (30) days of receipt of invoice.,,
